"HyrCV";"HYR";"MPGRP";"TI";"INTRO";"POS"
"0012336";"LDA";false;"Antihistaminiques H<SUB>1</SUB>";"Ce chapitre discute des antihistaminiques H1 à usage systémique. Les antihistaminiques à usage dermatologique sont repris en [15.3. Antiprurigineux](http://www.cbip.be/fr/contents/14365). Les antihistaminiques H1 à usage ophtalmique ou nasal sont repris respectivement en [16.2.3. Antiallergiques](http://www.cbip.be/fr/contents/15172) _et_ [17.3.2.3. Médicaments à usage nasal contre la rhinite allergique](http://www.cbip.be/fr/contents/15909).
 

**_Positionnement_**

  
  - Certains antihistaminiques passent la barrière hémato-encéphalique et exercent ainsi un effet sédatif: ils sont appelés “antihistaminiques sédatifs”. D’autres la franchissent à peine et sont donc moins sédatifs: ce sont les antihistaminiques “peu sédatifs”. L’effet sédatif varie toutefois beaucoup d’un individu à l’autre, et dépend aussi de la prise d’autres médicaments sédatifs ou d’alcool. 
  - Rhino-conjonctivite allergique (rhume des foins)  
    - [Voir Fiche de transparence “Rhume des foins”](http://www.cbip.be/fr/tf/FR/TF_RDF.pdf). 
    - Traitement oral: les antihistaminiques H1 par voie orale sont efficaces sur la plupart des symptômes, mais leur effet sur la congestion nasale est souvent limité. Il n’est pas clairement établi si les antihistaminiques sédatifs sont plus efficaces que les antihistaminiques peu sédatifs. Le montélukast ([voir 4.1.7. Antagonistes des récepteurs des leucotriènes](http://www.cbip.be/fr/contents/3798)) ne semble pas plus efficace que les antihistaminiques H1 par voie orale, mais les données sur le montélukast dans le rhume des foins sont beaucoup moins nombreuses; il a éventuellement une place chez les patients atteints également d'asthme. 
    - Traitement nasal: les corticostéroïdes par voie nasale ([voir 17.3.2.3.2. Corticostéroïdes](http://www.cbip.be/fr/contents/25726)) sont les plus efficaces, tant sur les symptômes de rhinite que sur les symptômes de conjonctivite. Les antihistaminiques par voie nasale ([voir 17.3.2.3.3. Antihistaminiques H1](http://www.cbip.be/fr/contents/25734)) sont aussi efficaces sur les symptômes nasaux que les antihistaminiques par voie orale; ils agissent plus rapidement que les antihistaminiques oraux ou que les corticostéroïdes par voie nasale; ils n’ont pas beaucoup d’effet sur les symptômes oculaires. Les vasoconstricteurs par voie nasale ([voir 17.3.2.2. Vasoconstricteurs par voie nasale](http://www.cbip.be/fr/contents/15842)) peuvent éventuellement être utilisés pendant une courte durée (5 à 7 jours) afin de diminuer la congestion nasale. Le bromure d’ipratropium par voie nasale, un anticholinergique, diminue la rhinorrhée. 
    - Traitement ophtalmique: l’administration oculaire d’antiallergiques ([voir 16.2.3. Antiallergiques](http://www.cbip.be/fr/contents/15172)) peut être envisagée lorsque les symptômes de conjonctivite restent gênants malgré les autres traitements; les antihistaminiques H1 et le cromoglicate sont utilisés. Il est préférable d’éviter l’utilisation de corticostéroïdes à usage ophtalmique ([voir 16.2.1. Corticostéroïdes](http://www.cbip.be/fr/contents/15131)), et s’ils sont utilisés, ils doivent l’être sur une période aussi courte que possible. L’usage ophtalmique d’AINS ([voir 16.2.2. Anti-inflammatoires non stéroïdiens](http://www.cbip.be/fr/contents/15156)) dans la conjonctivite allergique est peu étayé. 
    - Une désensibilisation aux pollens de graminées par voie sublinguale en prévention de la rhinite allergique et de la conjonctivite n’a qu’un effet limité ([voir 12.4.2. Désensibilisants](http://www.cbip.be/fr/contents/12534), [Fiche de Transparence “Rhume des foins”](http://www.cbip.be/fr/tf/FR/TF_RDF.pdf) _et_ [Folia de janvier 2017](http://www.cbip.be/fr/articles/query?number=F44F01B#sub)).  
  - Indications bien documentées des antihistaminiques H1 
    - Traitement symptomatique de la rhino-conjonctivite allergique (voir ci-dessus), de l’urticaire, et de réactions allergiques ou pseudo-allergiques peu sévères à des médicaments, des aliments ou d’autres substances. 
    - Mal des transports avec nausées et vomissements [[voir 17.2.3. Mal des transports](http://www.cbip.be/fr/contents/8901365) _et_ [Folia de mai 2023](http://www.cbip.be/fr/articles/query?number=F50F05C)]: en cas de réponse insuffisante aux mesures non médicamenteuses, les antihistaminiques H1 sédatifs peuvent être envisagés en prévention du mal des transports chez les personnes qui y sont sujettes. Leur utilisation chez l’enfant doit rester exceptionnelle et limitée aux enfants de plus de 2 ans. L'indication “mal des transports” figure dans le RCP des spécialités à base de cinnarizine ([voir 1.10. Troubles vasculaires artériels](http://www.cbip.be/fr/contents/1412)), de diménhydrinate et de méclozine. Le RCP de l'association fixe cinnarizine + diménhydrinate (Arlevertan®) ne mentionne pas le mal des transports comme indication. 
    - Nausées et vomissements pendant la grossesse ([voir 3.4. Antiémétiques](http://www.cbip.be/fr/contents/2816) _et_ [Folia de mars 2020](http://www.cbip.be/fr/articles/query?number=F47F03B)): lorsque les mesures non-médicamenteuses sont insuffisantes, la doxylamine (uniquement disponible en association avec la pyridoxine) ou la méclozine (_off-label_) peuvent être utilisés. La doxylamine et la méclozine ont des propriétés anticholinergiques et sédatives dont il faut tenir compte pour la mère.  
  - Indications non ou peu documentées des antihistaminiques H1 
    - Prurit dû à d’autres affections qu’une urticaire. 
    - Rhinite non allergique, asthme bronchique et BPCO ne répondant pas aux antihistaminiques H1 (ni au kétotifène). 
    - Toux: les antihistaminiques H1 ont un rapport bénéfice/risque négatif dans cette indication. 
    - Insomnie ou angoisse (diphenhydramine, hydroxyzine): les antihistaminiques H1 ont un rapport bénéfice/risque négatif dans cette indication en raison du manque d'études et d'effets sédatifs et anticholinergiques importants. 
    - Vertiges (rotatoires) dans certaines pathologies du labyrinthe: [voir 17.2.2. Vertiges rotatoires](http://www.cbip.be/fr/contents/8901357) 
    - Réactions allergiques généralisées telles qu’un choc anaphylactique: l’administration d’antihistaminiques H1 n’a qu’un rôle limité et l’administration d’adrénaline est beaucoup plus importante ([voir Intro.7.3. Traitement des réactions anaphylactiques](http://www.cbip.be/fr/contents/9990326)).  
  - Les associations d’un antihistaminique H1 à un sympathicomimétique ([voir 17.3.1.2. Vasoconstricteur oral + antihistaminique H1](http://www.cbip.be/fr/contents/20966)), un antitussif ou un spasmolytique sont à déconseiller. 
  - L’application d’antihistaminiques sur la peau ([voir 15.3. Antiprurigineux](http://www.cbip.be/fr/contents/14365)) est déconseillée en raison du risque élevé d’hypersensibilité et de photosensibilisation. 
 

**_Contre-indications_**

  
  - Pour les antihistaminiques H1 nettement anticholinergiques (_voir la rubrique “Effets indésirables”_): celles des anticholinergiques ([voir Intro.6.2.3. Effets indésirables anticholinergiques](http://www.cbip.be/fr/contents/9990177)). 
  - Hydroxyzine: facteurs de risques d’allongement de l’intervalle QT ([voir Intro.6.2.2. Allongement de l’intervalle QT et torsades de pointes](http://www.cbip.be/fr/contents/9990169)). 
  - Mizolastine: insuffisance hépatique sévère (RCP). 
 

**_Effets indésirables_**

  
  - Sédation: variable selon les produits, les individus et l'âge; à la posologie préconisée, la bilastine, la cétirizine (et la lévocétirizine), l'ébastine, la féxofénadine, la loratadine (et la desloratadine), la mizolastine et la rupatadine sont peu sédatives. 
  - Effets anticholinergiques ([voir Intro.6.2.3. Effets indésirables anticholinergiques](http://www.cbip.be/fr/contents/9990177)): surtout marqués avec la diphenhydramine, le diménhydrinate, l'hydroxyzine, la méclozine, la cétirizine, la doxylamine, la fexofénadine, la loratadine et l’oxomémazine. 
  - Leucopénie et agranulocytose: rare. 
  - Hydroxyzine: **allongement de l’intervalle QT** avec risque de torsades de pointes (pour les facteurs de risque des torsades de pointes, [voir Intro.6.2.2. Allongement de l’intervalle QT et torsades de pointes](http://www.cbip.be/fr/contents/9990169)). Pour les autres antihistaminiques H1, les données concernant l’allongement de l’intervalle QT sont rassurantes. 
 

**_Grossesse et allaitement_**

  
  - Au sujet des nausées et vomissements pendant la grossesse, [voir 3.4. Antiémétiques](http://www.cbip.be/fr/contents/2816) _et_ [Folia de mars 2020](http://www.cbip.be/fr/articles/query?number=F47F03B). 
  - En cas d'administration d'antihistaminiques H1 en fin de grossesse, de la sédation et de l'excitation peuvent survenir chez le nouveau-né. 
 

**_Interactions_**

  
  - Hydroxyzine: risque accru de torsades de pointes en cas d’association à d’autres médicaments augmentant le risque d’allongement de l’intervalle QT ([voir Intro.6.2.2. Allongement de l’intervalle QT et torsades de pointes](http://www.cbip.be/fr/contents/9990169)).  
  - Sédation accrue en cas d’association à d’autres médicaments à effet sédatif ou à l’alcool. 
  - La diphenhydramine est un substrat et un inhibiteur du CYP2D6 ([voir % dans Intro.6.3. Interactions des médicaments](http://www.cbip.be/fr/contents/9990243#cyp)). 
  - L’ébastine est un substrat du CYP3A4 ([voir % dans Intro.6.3. Interactions des médicaments](http://www.cbip.be/fr/contents/9990243#cyp)). 
  - La cétirizine, la desloratadine, la fexofénadine et la loratadine sont des substrats de la P-gp ([voir % dans Intro.6.3. Interactions des médicaments](http://www.cbip.be/fr/contents/9990243#pgp)). 
  - La loratadine est aussi un substrat du CYP3A4 ([voir % dans Intro.6.3. Interactions des médicaments](http://www.cbip.be/fr/contents/9990243#cyp)). 
 

**_Précautions particulières_**

  
  - Comme c'est le cas pour tous les médicaments à effet sédatif, la prudence s'impose en particulier chez les nourrissons, les jeunes enfants et chez les personnes âgées. Certains antihistaminiques sédatifs pourraient être impliqués dans le syndrome de la mort subite du nourrisson. 
 ";
"0025197";"LDAA";false;"Antihistaminiques peu sédatifs";;
"0018879";"LDAAA";true;"Bilastine";;"rhinoconjonctivite allergique et urticaire: 20 mg p.j. en 1 prise, une heure avant ou deux heures après la prise de nourriture ou de jus de fruits"
"0012369";"LDAAB";true;"Cétirizine";;"La cétirizine 10 mg/ml solution buvable n’est plus disponible depuis juin 2023 et cétirizine 1 mg/ml solution buvable n’est plus disponible depuis avril 2024.     
- adultes et adolescents (12 ans et plus): 10 mg p.j. en 1 prise (1 comprimé, 10 ml de sirop ou 20 gouttes 1 fois p.j.)     
- enfants de 6 à 12 ans: 10 mg p.j. en 2 prises (un demi-comprimé, 5 ml de sirop ou 10 gouttes 2 fois p.j.)     
- enfants de 2 à 6 ans: 5 mg p.j. en 2 prises (2,5 ml de sirop ou 5 gouttes 2 fois p.j.)   "
"0012385";"LDAAC";true;"Desloratadine";;"- adultes et adolescents (12 ans et plus): 5 mg p.j. en 1 prise (1 comprimé de 5 mg ou 10 ml de sirop 1 fois p.j.)     
- enfants de 6 à 12 ans: 2,5 mg p.j. en 1 prise (1 comprimé orodisp. de 2,5 mg ou 5 ml de sirop 1 fois p.j.)     
- enfants de 1 à 6 ans: 1,25 mg (2,5 ml de sirop) p.j. en 1 prise   "
"0012435";"LDAAD";true;"Ébastine";;"10 à 20 mg p.j. en 1 prise"
"0012443";"LDAAE";true;"Fexofénadine";;"120 à 180 mg p.j. en 1 prise"
"0016790";"LDAAF";true;"Lévocétirizine";;"- adultes, adolescents et enfants de 6 ans et plus: 5 mg p.j. en 1 prise (1 comprimé, 10 ml de sirop ou 20 gouttes 1 fois p.j.)     
- enfants de 2 à 6 ans: 2,5 mg p.j. en 2 prises (2,5 ml de sirop ou 5 gouttes 2 fois p.j.)   "
"0012484";"LDAAG";true;"Loratadine";;"10 mg p.j. en 1 prise"
"0012500";"LDAAH";true;"Mizolastine";"La mizolastine n’est plus disponible depuis octobre 2023.
 ";"10 mg p.j. en 1 prise"
"0012526";"LDAAI";true;"Rupatadine";;"- adultes et adolescents (12 ans et plus): 10 mg p.j. en 1 prise     
- enfants de 2 à 11 ans:      
  - poids corporel ≥ 10 kg et &lt; 25 kg: 2,5 mg (2,5 ml de sirop) p.j. en 1 prise 
  - poids corporel ≥ 25 kg: 5 mg (5 ml de sirop) p.j. en 1 prise 
   "
"0025205";"LDAB";false;"Antihistaminiques sédatifs";;
"0012401";"LDABA";true;"Diphenhydramine";;"– troubles du sommeil: - (rapport bénéfice/risque négatif dans cette indication (voir positionnement))"
"0012419";"LDABB";true;"Diménhydrinate";;"Mal des transports: administrer 1 heure avant le départ. Si nécessaire, administrer toutes les 4 heures pendant le voyage      
  - Enfants de 2 à 8 ans: ¼ comprimé, max. 1 comprimé/24 heures 
  - Enfants de 8 à 12 ans: ½ comprimé, max. 2 comprimés/24 heures 
  - Adultes: 1 comprimé (50 mg), max. 4 comprimés/24 heures 
     
Nausées et vomissements: administration au début des symptômes, toutes les 4 heures si nécessaire      
  - Enfants de 2 à 8 ans: ¼ comprimé, max. 1 comprimé/24 heures 
  - Enfants de 8 à 12 ans: ½ comprimé, max. 2 comprimés/24 heures 
  - Adultes: 1 comprimé (50 mg), max. 4 comprimés/24 heures 
     
La quantité prise doit être diminuée en cas de somnolence ou de maladie rénale. Ne pas administrer aux enfants de moins de 2 ans (risque de mort subite pendant le sommeil).   "
"0012427";"LDABC";true;"Dimétindène";;"Rhinite allergique et traitement symptomatique du prurit:     
- Enfants de 1 mois à 1 an: 0,1 mg (2 gouttes)/kg p.j., en 3 prises. **Uniquement sur avis médical, l'effet sédatif peut être associé à des épisodes d'apnée du sommeil. Ne pas dépasser la dose recommandée.**     
- Enfants de 1 à 12 ans: 0,1 mg (2 gouttes)/kg p.j., en 3 prises     
- 12 ans et plus: 3 à 6 mg p.j. en 3 prises   "
"0012450";"LDABD";true;"Hydroxyzine";;"- anxieté: - (rapport bénéfice/risque négatif dans cette indication (voir positionnement))     
- prurit: 25 mg, jusqu’à max. 4 fois p.j. (max. 50 mg p.j. chez les personnes âgées)   "
"0012468";"LDABE";true;"Kétotifène";;"asthme: - (rapport bénéfice/risque négatif dans cette indication (voir positionnement))"
"8901779";"LDABF";true;"Méclozine";;"- Mal des transports (&gt; 12 ans): 25 à 50 mg au moins 1h avant le départ, éventuellement à renouveler après 24h     
- Nausées et vomissements pendant la grossesse (off-label): 12,5 mg le soir (max. 12,5 mg 2x p.j.) pendant la période la plus brève possible   "
"0025213";"LDAC";false;"Associations";"**_Positionnement_**

  
  - La doxylamine + pyridoxine est une option dans la prise en charge des nausées et vomissements de la grossesse ([voir 3.4. Antiémétiques](http://www.cbip.be/fr/contents/2816)). 
 

**_Contre-indications_**

  
  - Doxylamine: celles des anticholinergiques ([voir Intro.6.2.3. Effets indésirables anticholinergiques](http://www.cbip.be/fr/contents/9990177)), crise d’asthme, prise concomitante d’IMAO. 
 ";
"0018895";"LDACA";true;"Spécialités [Associations]";;
"8900615";"MBBE";false;"Inhibiteurs de CDK 4/6";"**_Contre-indications_**

  
  - [Voir 13.2.2. Inhibiteurs de protéines kinases](http://www.cbip.be/fr/contents/13219) 
 

**_Effets indésirables_**

  
  - [Voir 13.2.2. Inhibiteurs de protéines kinases](http://www.cbip.be/fr/contents/13219) 
 

**_Interactions_**

  
  - [Voir 13.2.2. Inhibiteurs de protéines kinases](http://www.cbip.be/fr/contents/13219) 
 ";
"8900623";"MBBEA";true;"Spécialités [Inhibiteurs de CDK 4/6]";;
"0012534";"LDB";false;"Désensibilisants";"**_Positionnement_**

  
  - Une désensibilisation est possible pour certains allergènes. Il faut faire une distinction entre la désensibilisation à des allergènes inhalés (acariens, pollens) et la désensibilisation aux hyménoptères (guêpes, abeilles, bourdons). 
  - Les préparations administrées par voie sous-cutanée pour la désensibilisation à des allergènes inhalés sont composées individuellement pour chaque patient. Leur succès n'est pas toujours prévisible. 
  - La désensibilisation par voie sublinguale aux allergènes inhalés en prévention de la rhino-conjonctivite allergique ou de l’asthme allergique, n'exerce qu'un effet limité ([voir 12.4.1. Antihistaminiques H1](http://www.cbip.be/fr/contents/12336), [Fiche de Transparence “Rhume des foins”](http://www.cbip.be/fr/tf/FR/TF_RDF.pdf) _et_ [Folia de janvier 2017](http://www.cbip.be/fr/articles/query?number=F44F01B)). 
  - La désensibilisation aux venins d'abeille, de guêpe ou de bourdon ne se justifie que lorsque l'anamnèse indique une réaction anaphylactique et après confirmation d'une hypersensibilité à l'espèce d'hyménoptères en question, p.ex. par détermination d'une IgE spécifique. La protection conférée par ce traitement est élevée (95-98%) et peut souvent sauver la vie. 
 

**_Contre-indications_**

  
  - Pathologies malignes. 
  - Immunodéficience congénitale ou acquise. 
  - Asthme non contrôlé. 
  - Injection: maladie cardio-vasculaire grave. 
  - Formes sublinguales: également stomatites. 
 

**_Effets indésirables_**

  
  - En injection: réactions allergiques pouvant aller jusqu'au choc anaphylactique. 
  - Par voie sublinguale: réactions locales fréquentes (prurit, tuméfaction buccale); des réactions anaphylactiques ne peuvent être exclues. 
 

**_Précautions particulières_**

  
  - Injection: en raison des risques d'anaphylaxie, les patients doivent rester sous surveillance après les injections, et du matériel de réanimation doit être à disposition. 
 ";
